revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased
206,Idf90bd4a29c36013f582c8f99424c8fc72597bc5,https://git.eclipse.org/r/#/c/206,11,10d9a9b0f8f474f4e902eb4f6f2ee19d498c9b31,69e9178720248b79767575bd3e782d1d1b01d5cc,0,20/01/10,20/01/10,140,Fix EGit Tycho build,"Fix EGit Tycho build

- Import JGit feature into EGit feature instead of directly bundling the
  JGit plugin.
- Add pom-first dependency as described in [1] to org.eclipse.jgit to a lot of
  pom.xmls until Tycho honors this setting. Seems inheriting the
  target-platform-configuration to consider pom-first dependencies doesn't work
  correctly with Tycho 0.6.0.
- Add pom-first dependency to org.eclipse.jgit.junit to
  org.eclipse.egit.core.test as described in [1] to fix its build.
- Generated EGit update site doesn't yet contain the JGit feature, probably this
  is caused by a Tycho 0.6.0 bug.

[1] https://docs.sonatype.org/display/TYCHO/Dependency+on+pom-first+artifacts

Change-Id: Idf90bd4a29c36013f582c8f99424c8fc72597bc5
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,1,0,0,0,0,1,NA,NA
212,Ieac94c9a07ed1313ea420c646c66b9384e03d80a,https://git.eclipse.org/r/#/c/212,2,f4d33b4c8dabc9ad361294e514813ff17b22093b,27af49e33dd69ba81b38061301f0b7d4b8d5713e,1,23/01/10,23/01/10,45,Make use of the JGit constant DOT_GIT,"Make use of the JGit constant DOT_GIT

This constant refers to the .git directory, not a suffix.

Change-Id: Ieac94c9a07ed1313ea420c646c66b9384e03d80a
Signed-off-by: Robin Rosenberg <robin.rosenberg@dewire.com>",0,0,0,0,0,0,0,0,0
223,I6eb2c79fefbe9075da66fbc9d414ba789fc986dd,https://git.eclipse.org/r/#/c/223,1,f55d43f511776d64b02bd536a5739655fd9ff693,cd5a12945288ed179e2cc960dab74bf8dc679bf0,0,20/01/10,20/01/10,87,Adding about.html's for distribution from Eclipse.org,"Adding about.html's for distribution from Eclipse.org

Change-Id: I6eb2c79fefbe9075da66fbc9d414ba789fc986dd
Signed-off-by: Chris Aniszczyk <caniszczyk@gmail.com>
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,1,0,0,1,NA,NA
227,I51fa53fb00882396e75162ffc956b4f985bc3e02,https://git.eclipse.org/r/#/c/227,1,b98244174ad6f5059c011507222ae52d4ca21e84,11bd288ba8f792454d353002e2b9dcb962fe7ef0,0,21/01/10,21/01/10,6,Resolve JGit dependencies via local Maven repository,"Resolve JGit dependencies via local Maven repository

Option 1 to remove the mix of P2 and Maven dependencies
between EGit and JGit build.

This change requires that the JGit builds and the EGit
build share the same local Maven repository.

Change-Id: I51fa53fb00882396e75162ffc956b4f985bc3e02
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,NA,NA
231,I00cf10c2b86182f4e604293a6ce9423f0d0d3d91,https://git.eclipse.org/r/#/c/231,4,c2fae3676b5200beaa4025a2919874003e8ca4f8,c7f3230f12a10ef06cf63437b501451c5e8ff49a,0,22/01/10,22/01/10,16,Add JGit plugin and feature to EGit update site,"Add JGit plugin and feature to EGit update site

Change-Id: I00cf10c2b86182f4e604293a6ce9423f0d0d3d91
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,1,0,1,0,0,1,NA,NA
245,Ibf981ef7affe0590d0a1e813a76b4aa3c0e7588e,https://git.eclipse.org/r/#/c/245,1,bfed967d3fa3fccf4f680edd06afbc709cb90523,bc9a4c3b017e36523b0a641e8d43d97a1af25290,0,27/01/10,27/01/10,2,Corrected indentation in toplevel pom.xml,"Corrected indentation in toplevel pom.xml

Change-Id: Ibf981ef7affe0590d0a1e813a76b4aa3c0e7588e
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",1,0,0,1,0,0,1,NA,NA
246,I5f881fe350e52f8a137e5cf1e1e339675d6945a1,https://git.eclipse.org/r/#/c/246,2,bc9a4c3b017e36523b0a641e8d43d97a1af25290,444d36b35933a0e9bb9e080acb709352851a86b7,0,27/01/10,27/01/10,32,Clean up description text for plugins,"Clean up description text for plugins

Our build process doesn't insert these tags anymore, so we
should drop them from the description of the feature.

Also make our provider name match other Eclipse.org based
plugins and use ""Eclipse.org"" rather than ""eclipse.org"".

Change-Id: I5f881fe350e52f8a137e5cf1e1e339675d6945a1
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,0,0,0,0,0,0,NA,NA
247,I0c533635ae8f3d0265e898ffb48f9443e13e88cf,https://git.eclipse.org/r/#/c/247,2,3917000d132c7d0ca68f2f185d7f3eee3ef8f714,3eed1757ee250714a958531a908348641e5d4676,0,27/01/10,27/01/10,25,Add index.html to update site,"Add index.html to update site

Show an information page instead of an error message when the update site
is accessed using a web browser.

Change-Id: I0c533635ae8f3d0265e898ffb48f9443e13e88cf
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,NA,NA
251,I3fa8ed29207eb216036b493bd6925e68f63daeae,https://git.eclipse.org/r/#/c/251,2,1ff9ad69fdc313a466523a66ea3aab25327be731,0b04da29341f992e326d6105949478f8d3cf4ad5,0,30/01/10,30/01/10,21,Correct update site URL and move description texts to property file,"Correct update site URL and move description texts to property file

Change-Id: I3fa8ed29207eb216036b493bd6925e68f63daeae
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,1,0,0,1,NA,NA
253,I12b7197062b78accd99c970b85b1e0f9ad222529,https://git.eclipse.org/r/#/c/253,1,0b04da29341f992e326d6105949478f8d3cf4ad5,825076dc6e7eea4fc3b992fee235b2e76971ef19,0,01/02/10,01/02/10,14,Document the EGit project information for our IP log,"Document the EGit project information for our IP log

Change-Id: I12b7197062b78accd99c970b85b1e0f9ad222529
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,0,0,1,0,0,1,NA,NA
261,I4f1cf294e41fe3deef5d85b80d3d91b8983ff8cd,https://git.eclipse.org/r/#/c/261,1,dffce6813c092d2cb80b4e480e3e153e8f1d241b,9b18ab996343be77051870c8b494145f00b09739,0,03/02/10,03/02/10,0,Merge branch 'cq-diff',Merge branch 'cq-diff',0,0,0,1,0,0,1,NA,NA
268,Id8f086990868c333d54241c079e70ce8be17e334,https://git.eclipse.org/r/#/c/268,1,c9c6f3360860bd1e4316fe47fbad2b8025ef142e,0799271805a4c60cef0b96a953be329e97f9e680,0,03/02/10,03/02/10,329,Adding the epl-v10.html for the egit feature,"Adding the epl-v10.html for the egit feature

Change-Id: Id8f086990868c333d54241c079e70ce8be17e334",1,0,0,1,0,0,1,NA,NA
269,I6fb40104863323aaf66ea355f3574e08fa775b17,https://git.eclipse.org/r/#/c/269,5,b16e152ef64715cfd4507138e59305f9097360b4,b90149b2f2925a49e71a5a414a0e34a0e543ed6e,1,05/03/10,05/03/10,116,Changed the project import page checkboxtable into a filtered tree.,Changed the project import page checkboxtable into a filtered tree.,0,1,0,1,0,0,1,0,0
271,If4a355e27e1aa5e25ffd082714a36bb4aea90f12,https://git.eclipse.org/r/#/c/271,1,b6cbcac55b8a0c5b50456a83111943a295fa2992,a3bd6ecddcb74838e4a734227c4f30dead43419f,0,04/02/10,04/02/10,328,Point EGit to the same formatting profile as JGit,"Point EGit to the same formatting profile as JGit

The two projects share a lot of committers, and have the same
origin, so their coding style is identical.  Ensure we have a
sane style configuration within EGit in case a new contributor
just picks up the EGit tree and doesn't clone the JGit tree.

Change-Id: If4a355e27e1aa5e25ffd082714a36bb4aea90f12
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",1,0,0,0,0,0,1,NA,NA
272,I8087c76ca97cf10a251b1e3ad9e549c20ea13036,https://git.eclipse.org/r/#/c/272,1,a3bd6ecddcb74838e4a734227c4f30dead43419f,80c40815cf13179aef3657c4237210c28a292aab,0,04/02/10,04/02/10,47,Remove legacy tag_egit.sh,"Remove legacy tag_egit.sh

This script should have been removed when we imported the project
history to Eclipse.  It was previously used when we had a single
unified repository with JGit, and we were building less standard
releases hosted on the jgit.org domain.  Few people, if anyone,
beyond me even understood it.  So lets just get rid of it.

Change-Id: I8087c76ca97cf10a251b1e3ad9e549c20ea13036
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",1,0,0,0,0,0,1,NA,NA
273,If3955b243dbd36b6bee63472fa480ac172a80354,https://git.eclipse.org/r/#/c/273,2,80c40815cf13179aef3657c4237210c28a292aab,29151af80199f4e9f9d1df99909cb7430225471e,0,11/02/10,11/02/10,159,Update manifests to use versioned Import-Package or Require-Bundle,"Update manifests to use versioned Import-Package or Require-Bundle

Rather than taking anything at random, take the >= 3.4 but less
than 4.0 versions for any Eclipse package, and JGit 0.6.0,0.7.0.
This documents the assumption we are making about targeting the
3.4 API platform for Eclipse, but hopefully working on a forward
release up until 4.0.

Change-Id: If3955b243dbd36b6bee63472fa480ac172a80354
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,0,0,0,0,0,0,NA,NA
275,Iea1935633b9fe21c1f626bdd56cd2897b8c03470,https://git.eclipse.org/r/#/c/275,1,cdcd45f88e46f3cb8536ee881fb1e2471d002d07,d404bec8d77d11f6eea2188ea2c2c53e7e4b5ab0,1,07/02/10,07/02/10,1,Fix SWTBot test: Open Java perspective,"Fix SWTBot test: Open Java perspective

On Eclipse 3.5, build Id 20090920-1017, the Package Explorer
view is not opened unless the Java perspective is activated.",0,0,0,0,0,0,0,0,0
276,I20be7fe941ec95ff9f0cbb23a0fd05495b1558f8,https://git.eclipse.org/r/#/c/276,3,e48b02f48b4defa10d9a3e925c1e1791cf55aae9,8b5ea031f53ce45427bbdd24a180b6d62a39a042,0,10/03/10,10/03/10,1214,Adding a documentation project for EGit,"Adding a documentation project for EGit

Change-Id: I20be7fe941ec95ff9f0cbb23a0fd05495b1558f8",0,0,0,1,1,0,1,NA,NA
277,I10379c4f664079718579c0f580a324f0d9917868,https://git.eclipse.org/r/#/c/277,2,268b274a20d39236d2a4218080c0538a9417e00d,e9f7c8b452057b4c564355a80f5f6c5a26b90eda,0,08/02/10,24/06/13,2,Update build to use Tycho 0.7.0,"Update build to use Tycho 0.7.0

Change-Id: I10379c4f664079718579c0f580a324f0d9917868
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,1,1,0,0,1,NA,NA
296,Ic93334a6e7380402ec86a40f558c6e61caf40877,https://git.eclipse.org/r/#/c/296,1,e44e933c168a924421df912a46d6a9c2d281d9da,417baa738402a49e9800dfbb20f95c95ed701fb7,0,11/02/10,11/02/10,2,Correct EGit feature localization,"Correct EGit feature localization

We didn't tag our branding plugin as being localized, which
meant the %plugin_name and %provider_name tags weren't being
updated off the plugin.properties.  This caused our feature
to show incorrectly in the About dialog.

Change-Id: Ic93334a6e7380402ec86a40f558c6e61caf40877
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,0,0,0,0,0,0,NA,NA
297,I642ee54f56eeb23d904d502dca498548fe8fdb34,https://git.eclipse.org/r/#/c/297,1,2c1b904ea8240b5400ab671b8854218ae6a62d69,f3819f9866fa0b4496792b1d328cb88d15a125fa,0,12/02/10,12/02/10,2,Remove ... because no dialog opens.,"Remove ... because no dialog opens.

The three dots are only used if a new dialog opens.

Signed-off-by: Stefan Lay <stefan.lay@sap.com>",0,0,0,0,0,0,0,NA,NA
298,I8a42fe96bb9ef9fab173b2cd99f8de27a5ee9b8f,https://git.eclipse.org/r/#/c/298,2,3380bb861e8d1bac988e0d96d970a49eeb1b4825,2393fc9760e429e02a09c6485fce8249c6e108a7,0,12/02/10,12/02/10,2,Fix conflicting mnemonics in Reset to and Branch dialog.,"Fix conflicting mnemonics in Reset to and Branch dialog.

This fixes the bug 
https://bugs.eclipse.org/bugs/show_bug.cgi?id=292612.

If a mnemonic is used on a Button it cannot be used elsewhere.

Signed-off-by: Stefan Lay <stefan.lay@sap.com>",0,0,0,0,0,0,0,NA,NA
302,Ic76335ecb34daa76431b3d7daae566d97a7413f0,https://git.eclipse.org/r/#/c/302,4,6af408f99c16d780fdb4ad07d97e1770200d1238,a229077f4a3c7406d19f140fe8c43716a078c38c,1,15/02/10,15/02/10,78,Fix build failures by correcting versions,"Fix build failures by correcting versions

Change-Id: Ic76335ecb34daa76431b3d7daae566d97a7413f0
Signed-off-by: Shawn O. Pearce <spearce@spearce.org>",0,1,0,1,0,0,1,0,0
308,I72f4b149b30165477ba595c3c90bf14f2dcd9760,https://git.eclipse.org/r/#/c/308,2,91855427544683592bf628d60eacbb5a90ecbc76,78dc64055ae02cc2eca82001f2171dbf4fce39b8,1,17/02/10,17/02/10,18,Fix error handling in Add to Version Control action.,"Fix error handling in Add to Version Control action.

Executing Add to Version Control on a resource out of sync with the file 
system resulted in an empty error dialog. The error handling was corrected.

Bug: 297979
Signed-off-by: Jens Baumgart <jens.baumgart@sap.com>",0,0,0,0,0,1,1,0,0
309,I5466e7e3b8d018c2484bf700334cc03778c9728a,https://git.eclipse.org/r/#/c/309,5,1df8bd6874e7868c6c6d000c7ba2ef6fee798003,469d5dc048ab9e8854c267bd0fa3ac8367fff89e,1,24/02/10,24/02/10,72,Convert tests to JUnit 4 style,"Convert tests to JUnit 4 style

Use annotations instead of inheriting from TestCase.

Simplify T0001_ConnectProviderOperationTest.testNoRepository().

Change-Id: I5466e7e3b8d018c2484bf700334cc03778c9728a
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,1,0,0,0,0,1,0,0
310,I8958ddcfc1d2a09f52eff7534db6942195eaf5ef,https://git.eclipse.org/r/#/c/310,10,5648a1248cc7c6fd6e4e95650bf27ed30b0366c4,754ac8c4b3205149ea4a4b07c1938d2191aa61c6,1,07/04/10,07/04/10,182,Add option to discard changes to files that are not checked into index.,"Add option to discard changes to files that are not checked into index.

This is the equivalent of 'git checkout' on a list of files from the
command-line.",0,1,0,0,0,0,1,0,0
311,I982fe856b9b3595a0ddf7d2a75f8a26bd5f8481a,https://git.eclipse.org/r/#/c/311,3,1566a82dd13acaea965e84c3fa108ccf56cfce70,94be2ec24c6a9cfe71db82ac6530d75c1fa15ed9,1,19/02/10,19/02/10,21,Fix sharing projects,"Fix sharing projects

ConnectProviderOperation now expects absolute repo path.

Bug: 302955
Change-Id: I982fe856b9b3595a0ddf7d2a75f8a26bd5f8481a
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,0,0
313,I4daed51d921332881898b3e49b2a9c025e231035,https://git.eclipse.org/r/#/c/313,2,8cedb91ac28a70711bcb0fcacd7dda75767f9254,27ab8d3bec18548ded19947f970f551a615fa16f,1,01/03/10,01/03/10,33,Fix GDI resource leak in CheckboxLabelProvider.,"Fix GDI resource leak in CheckboxLabelProvider.

Manage GDI resources using LocalResourceManager.

Bug: 292613
Change-Id: I4daed51d921332881898b3e49b2a9c025e231035
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,0,0
316,I3a9ef2d750de4f5653366331e02f6f6d9ecabd49,https://git.eclipse.org/r/#/c/316,3,592630bc4bf86a0f1667e91a6aee14db457369c2,644b987737d8126426b2878ad7b31bca135ecf72,1,03/03/10,03/03/10,35,Fix freeze of repository import wizard progress dialog.,"Fix freeze of repository import wizard progress dialog.

The import is now performed outside the UI thread.
Progress reporting is done on the wizard page.
Error handling for cancelation was corrected.

Bug: 301414

Signed-off-by: Jens Baumgart <jens.baumgart@sap.com>",0,0,0,0,0,0,0,0,0
319,Ibb2382b19fead8e3cec215823db60028532d076b,https://git.eclipse.org/r/#/c/319,3,edd417a2ead6935babb2bb56fa73313c59dc7cae,2f357071e250a20d86fbaae767bbca3181f37f3d,1,03/03/10,03/03/10,161,Add compare actions to history view.,"Add compare actions to history view.

Add two actions to the context menu of the list of commits
when a file is selected. Comparing folders is not
implemented yet.

If one commit is selected, compare the content of the
file with the working tree, if two entries are selected,
compare the two contents of the file with each other.

Bug: 301948
Signed-off-by: Stefan Lay <stefan.lay@sap.com>",0,0,0,0,0,0,0,0,0
321,I7599e2edc27e9b39a2b828f8768f535ad19b92de,https://git.eclipse.org/r/#/c/321,5,4dcf79c0ca8f28c9191a0cf102df81b9b5497a6f,d831c27517eff1b2e8a6ef14ca8fed84e4b8ed99,1,05/03/10,05/03/10,46,"""Local file..."" button for Repository import","""Local file..."" button for Repository import

A button is added to the ""Import Git Repository"" wizard in order to allow the user 
to select a directory in the local file system.
After a directory was selected, the URI-field of the wizard is filled with a file-URI.

Bug: 304478

Signed-off-by: Mathias Kinzler <mathias.kinzler@sap.com>",0,1,0,0,0,1,1,0,0
325,Ibc36704257caa3109098bf523ac1ff5f37d8e096,https://git.eclipse.org/r/#/c/325,5,81ebd2705f4aab180740fc9ca7aab2de04d22e07,897ef2749355e0f885d19c0cb5320a300c478505,1,11/03/10,11/03/10,230,Implement Team->Add to Index action,"Implement Team->Add to Index action

An initial implementation for the Team->Add to Index action is provided.
GitIndex is used in the implementation (similar to Add To Index in CommitDialog).
The action does not modify the index if the index contains staged content.
Later GitIndex should be replaced by using DirCache.

Signed-off-by: Jens Baumgart <jens.baumgart@sap.com>",0,1,0,0,0,1,1,1,1
330,I811ca2594821d89a6bd06a44b4fac89591bbb709,https://git.eclipse.org/r/#/c/330,1,a8d6519970dc80529056656dd334b0eb7b789d08,ae3e1cac8ecc79c4e3dc5886e7cc0ebe44f74e14,1,11/03/10,11/03/10,4,Fix NPE in CommitDialog.getFileStatus() on first commit,"Fix NPE in CommitDialog.getFileStatus() on first commit

HeadTree is null on first commit.

Bug: 299197
Change-Id: I811ca2594821d89a6bd06a44b4fac89591bbb709
Signed-off-by: Matthias Sohn <matthias.sohn@sap.com>",0,0,0,0,0,0,0,0,0
331,Id047009c079540db6dd1404ce48ae707fe1b642b,https://git.eclipse.org/r/#/c/331,3,6fd3b87379e7ab98b00161f92268b040061c7e33,6f84f33298551e8350d700fca19e1e981de12aad,1,11/03/10,11/03/10,189,Add content proposal to Git Wizards URI field,"Add content proposal to Git Wizards URI field

Add a content proposal to the URI field so that
the end user can see a list of previously used
URIs in the Git wizards (GitCloneWizard, PushWizard)
for easy re-use of these URIs.
The URIs are only added if an import or push was 
completed successfully.

Bug: 303402
Signed-off-by: Mathias Kinzler <mathias.kinzler@sap.com>",0,0,0,0,0,1,1,0,0
332,Ibb87e7ba1aac29f80569deb58a59090415581d44,https://git.eclipse.org/r/#/c/332,3,56bc49f115d7cbc1d73146f62bb9a5808367c8a9,9f373ddbf1f49b99b09c45b431d6438c5798ea04,1,19/03/10,19/03/10,448,Externalize strings / add NON-NLS comments for technical strings,"Externalize strings / add NON-NLS comments for technical strings

All translatable strings in the EGit Core plugin were externalized.
Technical strings were marked with the NON-NLS comment.

Signed-off-by: Jens Baumgart <jens.baumgart@sap.com>",0,0,0,0,0,1,1,0,0
