revision_num,change_id,url,iteration_count,before_commit_id,after_commit_id,at_least_one_updated_java_file,T(created),T(merged),LOC changed,subject,message,cr_smell_lack_of_cr,cr_smell_ping_pong,cr_smell_sleeping_reviews,cr_smell_missing_context,cr_smell_large_changesets,cr_smell_review_buddies,at_least_one_cr_smell,code_smells_difference_count,is_increased,
6778,I9859d8e3752c519bd0bcf67009a0a3999f5cbbf2,http://review.couchbase.org/#/c/6778,7,5f1d63d2c02ec8227a1ffc071fc0bef0d89dd9d2,02df870ac33062527330bf6accbfba7c40ddfb98,1,05/06/11,06/06/11,246,Added getl operation,"Added getl operation

Getl works with both ascii and binary. Unit test will be added in a future commit
but this code has been tested thoughly.

Change-Id: I9859d8e3752c519bd0bcf67009a0a3999f5cbbf2",0,1,0,0,0,1,1,0,0,
6813,I3c65741325aaf979fa55043fb1f0d114e75c1471,http://review.couchbase.org/#/c/6813,7,02df870ac33062527330bf6accbfba7c40ddfb98,93c456b791e3c3e3a7cbafb0d966d43ccc89d4d8,1,06/06/11,07/06/11,190,Added Gat Command,"Added Gat Command

The gat allows the user to get a keys value and reset its
expiration. Unit tests will come later.

Change-Id: I3c65741325aaf979fa55043fb1f0d114e75c1471",0,1,0,0,0,1,1,0,0,
6814,I2a64540f6baa711f80af6e2419c30829c6876af8,http://review.couchbase.org/#/c/6814,4,6b07cecb3680f0114fef1762f24bc61617a74256,9b475015ebecc989a93adf30a011c8a0fa2b27fe,1,06/06/11,08/06/11,214,"Added VbucketNodeLocator, keyed operation handling.","Added VbucketNodeLocator, keyed operation handling.

Change-Id: I2a64540f6baa711f80af6e2419c30829c6876af8",0,1,0,1,0,1,1,1,1,
6815,I745ed511aac4af5fbc40244aa5cb8e607cf05f91,http://review.couchbase.org/#/c/6815,5,fdacb1c7abd2389feb0003eef4cfcc800b8745fd,5c560de656e05fe384eeb55a8ea4537c7aa2d087,1,06/06/11,08/06/11,252,Allow MemcachedClient and connections to be reconfigurable.,"Allow MemcachedClient and connections to be reconfigurable.

Change-Id: I745ed511aac4af5fbc40244aa5cb8e607cf05f91",0,1,0,1,0,1,1,1,1,
6816,I572375de9f43de1da1a7681206decdf8fcc7f5fc,http://review.couchbase.org/#/c/6816,5,aecb7dc8da45595407c15125ad1597d75e65e0c9,762ecda8c201c6f9fc6ef154d72dadbc2a230a31,1,06/06/11,08/06/11,3,Set the status when receiving ERR_NOT_MY_VBUCKET.,"Set the status when receiving ERR_NOT_MY_VBUCKET.

Change-Id: I572375de9f43de1da1a7681206decdf8fcc7f5fc",0,1,0,1,0,1,1,0,0,
6853,Ic729a3a12b05657bf338cbca0f5a9e173e71ce77,http://review.couchbase.org/#/c/6853,1,9632693f512fd9771cd5b2bad45758c93ce6107d,df5a09f720602024a252ae89ff1cb9ac00c897f5,0,08/06/11,08/06/11,5,Fixed .classpath file to include all dependencies,"Fixed .classpath file to include all dependencies

Change-Id: Ic729a3a12b05657bf338cbca0f5a9e173e71ce77",0,0,0,1,0,1,1,NA,NA,
6854,I6c51f1407ebdd5858ffd9342113899c56473408e,http://review.couchbase.org/#/c/6854,1,df5a09f720602024a252ae89ff1cb9ac00c897f5,5dfc8a8b55c21587c9a0648c0613665bfd2ced67,1,08/06/11,08/06/11,237,Bugfixing of NOT_MY_VBUCKET handling,"Bugfixing of NOT_MY_VBUCKET handling

Added a collection of nodes that returned NOT_MY_VBUCKET to the operation.
Changed OperationFactory clone method to copy that collection.
Correct setting of NOT_MY_VBUCKET status for operation implementations.
Added getAlternative method in node locator to be called in Retry case.
Added unit test for getAlternative method

Change-Id: I6c51f1407ebdd5858ffd9342113899c56473408e",0,0,0,0,0,0,0,1,1,
6855,I0a1699e88f3ed6ec3d0dc8524ffb1d1c1853a86a,http://review.couchbase.org/#/c/6855,1,5dfc8a8b55c21587c9a0648c0613665bfd2ced67,dc54177b07d980fce144fa7081d851152b16f759,1,08/06/11,08/06/11,8,Bugfixing not_my_vbucket occurs on optimized set,"Bugfixing not_my_vbucket occurs on optimized set

Setting correct vbucket index to the optimized set operation
Added warn message if a not_my_vbucket occurs

Change-Id: I0a1699e88f3ed6ec3d0dc8524ffb1d1c1853a86a
Signed-off-by: Matt Ingenthron <ingenthr@cep.net>",0,0,0,0,0,0,0,0,0,
6856,I243ac1c2ff99bd81531fef5a46a2e94bd151dac7,http://review.couchbase.org/#/c/6856,1,dc54177b07d980fce144fa7081d851152b16f759,54244145d56bcfa837e61bc94a7036a43130bde1,1,08/06/11,08/06/11,164,Unit test and javadoc additions.,"Unit test and javadoc additions.

Added javadocs for complex classes
Added a test method to check the vbucket awareness

Change-Id: I243ac1c2ff99bd81531fef5a46a2e94bd151dac7",0,0,0,0,0,0,0,0,0,
6857,I390d889a67ac61523a0f5485f73cdeab0d768982,http://review.couchbase.org/#/c/6857,1,54244145d56bcfa837e61bc94a7036a43130bde1,51a669d53eeb0d7348e842f0147588f00045eb99,1,08/06/11,08/06/11,10,Add both hostnames and IPs to the nodes map.,"Add both hostnames and IPs to the nodes map.

Depending on the deployment environment and the configuration, we
may see either an IP or a hostname from the REST interface.  To ensure
we can look up the node later, simply add both to the internal Map.

Change-Id: I390d889a67ac61523a0f5485f73cdeab0d768982",1,0,0,0,0,0,1,0,0,
6858,I8b8485fe1a1be15d377d39b7b4301024e8d8fd38,http://review.couchbase.org/#/c/6858,1,51a669d53eeb0d7348e842f0147588f00045eb99,56018e7fb7a06a027d601ff6f4d0cb3fc3748c71,1,08/06/11,08/06/11,4,Assert the node must exist when finding primary.,"Assert the node must exist when finding primary.

Not everyone will have assertions on, but if they do the underlying
cause of the confusing hostname or IP address lookup would have
been caught here, rather than in a more confusing place.

Change-Id: I8b8485fe1a1be15d377d39b7b4301024e8d8fd38",1,0,0,0,0,0,1,0,0,
6859,Ifbd8d7863adc55f7c6cf31355c87df9a34f75389,http://review.couchbase.org/#/c/6859,1,56018e7fb7a06a027d601ff6f4d0cb3fc3748c71,8c85391424a323ca317f3d5d99773ccf50be5e62,1,08/06/11,08/06/11,32,Added check for moxi when testing.,"Added check for moxi when testing.

Change-Id: Ifbd8d7863adc55f7c6cf31355c87df9a34f75389
Signed-off-by: Matt Ingenthron <ingenthr@cep.net>",1,0,0,1,0,0,1,0,0,
6860,Ie39c9799fe548c9ab5b01a7d278edab1b5d23aeb,http://review.couchbase.org/#/c/6860,1,8c85391424a323ca317f3d5d99773ccf50be5e62,4e918c7ae264b7950f9a159737e3579ec77c06fc,1,08/06/11,08/06/11,33,"Refactor: not a collection of vbuckets, more of a configuration.","Refactor: not a collection of vbuckets, more of a configuration.

Change-Id: Ie39c9799fe548c9ab5b01a7d278edab1b5d23aeb",1,0,0,1,0,0,1,0,0,
6861,I450402e9d56768378353ebcf77f7ad313093fddf,http://review.couchbase.org/#/c/6861,1,4e918c7ae264b7950f9a159737e3579ec77c06fc,d79038041354cf977e8e4c60992b3a0e89faab7f,1,08/06/11,08/06/11,23,Add a ConfigType via an enum.,"Add a ConfigType via an enum.

Change-Id: I450402e9d56768378353ebcf77f7ad313093fddf
Signed-off-by: Matt Ingenthron <ingenthr@cep.net>",1,0,0,1,0,0,1,0,0,
6862,I245d89b98279a431008c47ac410c1f63d2ca2aac,http://review.couchbase.org/#/c/6862,1,d79038041354cf977e8e4c60992b3a0e89faab7f,e11924cddcccd9e5a1808469066e7300f96e52b5,1,08/06/11,08/06/11,272,Allow config to handle cache as well.,"Allow config to handle cache as well.

Change-Id: I245d89b98279a431008c47ac410c1f63d2ca2aac",1,0,0,1,0,0,1,0,0,
6863,I640fefc37bc863bf5991aa84c6f9fc7e181f5660,http://review.couchbase.org/#/c/6863,1,e11924cddcccd9e5a1808469066e7300f96e52b5,8a16f3982d93469171c6cc2654e07f7c8140cbbc,1,08/06/11,08/06/11,94,Change client ctor to detect vbucket usage from server.,"Change client ctor to detect vbucket usage from server.

The question about whether or not to use vbuckets is really a
funciton of the type of configuration the server will hand out.
There should be no reason to give a URI, bucket name and whether
or not it's vbucket capable.  That should be discernable from the
configuration supplied by the server.

This is believed to be compatible with how moxi detects cache
buckets from membase buckets.

Change-Id: I640fefc37bc863bf5991aa84c6f9fc7e181f5660",1,0,0,0,0,0,1,1,1,
6864,I530cd25641cfebbb0aebfe13fd250c19a851f8be,http://review.couchbase.org/#/c/6864,1,8a16f3982d93469171c6cc2654e07f7c8140cbbc,652a38bacc85d81a5669cb9e84738b00fa8ed82a,1,08/06/11,08/06/11,48,Extracted HTTP auth header to common place.,"Extracted HTTP auth header to common place.

Change-Id: I530cd25641cfebbb0aebfe13fd250c19a851f8be
Signed-off-by: Matt Ingenthron <ingenthr@cep.net>",1,0,0,1,0,0,1,0,0,
6865,I6bfce8ba7b51b76c8b99149405b0caadbe60816e,http://review.couchbase.org/#/c/6865,1,652a38bacc85d81a5669cb9e84738b00fa8ed82a,ae1648f42297230aab25ef028e573f8371d1b476,1,08/06/11,08/06/11,61,Remove standard Authenticator and replace with simple auth header.,"Remove standard Authenticator and replace with simple auth header.

It was found that the Authenticator was caching within the process
in some cases and in others just plain wasn't working.  Since
nothing more than HTTP Basic is required at the moment, just add
our own header.

Change-Id: I6bfce8ba7b51b76c8b99149405b0caadbe60816e
Signed-off-by: Matt Ingenthron <ingenthr@cep.net>",1,0,0,0,0,0,1,0,0,
6866,Ia70079265863f17acdb93cc0115e8d43a8930e13,http://review.couchbase.org/#/c/6866,1,ae1648f42297230aab25ef028e573f8371d1b476,15bc1b58f9339cd1ea7568ec1e6cb134849940b8,1,08/06/11,08/06/11,16,Added logging for manipulation of nodesMap in VBucketLocator.,"Added logging for manipulation of nodesMap in VBucketLocator.

Some situations have come up which are unexepctedly causing the
nodesMap to return a null when identifying the primary for a given
key.  We will now debug log how we build that map and look at the
insides of the nodesMap if this situation occurs.

Change-Id: Ia70079265863f17acdb93cc0115e8d43a8930e13
Signed-off-by: Matt Ingenthron <ingenthr@cep.net>",1,0,0,0,0,0,1,0,0,
6867,Icace3e363bdab30b15df7e0f9946a8355fa02cc4,http://review.couchbase.org/#/c/6867,1,15bc1b58f9339cd1ea7568ec1e6cb134849940b8,677194fb6fb9d1b27340323bc3e62cbfcaa98dad,1,08/06/11,08/06/11,265,Change ConfigType enum for clarity.,"Change ConfigType enum for clarity.

The word CACHE is a bit too overloaded, even here.  Going to
MEMCACHE will make things clearer, and so will more docs.

Change-Id: Icace3e363bdab30b15df7e0f9946a8355fa02cc4",1,0,0,0,0,0,1,-1,0,
6868,I3d505cd6f16bf2b18571f36960f957acea31dabc,http://review.couchbase.org/#/c/6868,1,677194fb6fb9d1b27340323bc3e62cbfcaa98dad,0c678cdeb70a53333fb8d76e231624a913683482,0,08/06/11,08/06/11,2,Change a Bucket instance variable to final.,"Change a Bucket instance variable to final.

Change-Id: I3d505cd6f16bf2b18571f36960f957acea31dabc",1,0,0,1,0,0,1,NA,NA,
6873,I214d39b2c16ea68867f42a3c75aac565d36e8c21,http://review.couchbase.org/#/c/6873,14,0c678cdeb70a53333fb8d76e231624a913683482,d890bc583669b69d283c476e02add77985a4c8cc,1,08/06/11,09/07/11,2102,Added tap client,"Added tap client

The tap client currently supports doing tap backfill as well as
being able to specify custom tap streams. Unit tests are included
to test backfill functionality.

Change-Id: I214d39b2c16ea68867f42a3c75aac565d36e8c21",0,1,0,0,1,1,1,6,1,
6904,I00f51964918c2f18726debec26b816849100e447,http://review.couchbase.org/#/c/6904,2,cb1691aa71adbc79244d9802d3342f83a17e3f61,ff6337fa0bcf614e5bc7a79f2de6c9c1ea6b017f,0,09/06/11,09/06/11,17,Ascii unsupported ops give error message,"Ascii unsupported ops give error message

Ascii operations that are not supported currently don't all
give a reason why they are unsupported. This change add reasons
to these exceptions.

Change-Id: I00f51964918c2f18726debec26b816849100e447",0,0,0,0,0,1,1,NA,NA,
6905,Ibe1cf3ea83e4a26fdccea125fef605b6dc63c8dd,http://review.couchbase.org/#/c/6905,2,ea61c420fac615dc7af89a39a5c49fba8559d4df,5d17f8bbfa6f9529d827f513b661e2f1a60ee65c,1,09/06/11,10/06/11,13,Added unit tests for get and touch,"Added unit tests for get and touch

Due to dependency issues when I submited the code for get and
touch I couldn't submit unit tests for it. Here is a unit test
that covers all of the cases for this operation I can think of.

Change-Id: Ibe1cf3ea83e4a26fdccea125fef605b6dc63c8dd",0,0,0,0,0,1,1,0,0,
6906,Icbffd0be4419fe57a3d4cd8fef879be810a79c30,http://review.couchbase.org/#/c/6906,3,442be863f081a866ffe1bd61c48587400db495d4,e49496770c45ec760c978f0a57c85597a7783adb,1,09/06/11,16/06/11,12,Added unit tests for touch,"Added unit tests for touch

Added a unit test for touch. Due to dependency issues the unit
tests for the touch operation could not be checked in with the
code for the operation.

Change-Id: Icbffd0be4419fe57a3d4cd8fef879be810a79c30",0,0,1,0,0,1,1,0,0,
6920,If3f9542e371eaeddf2bdea05b14b6d7263803e6a,http://review.couchbase.org/#/c/6920,1,f1b5b3e9efaffdefdaf82345a15a3efc003ffc94,bce3a7e704f466ff985594ea00b790f61f907370,1,09/06/11,12/06/11,4,Make sure a selector isn't canceled before reading it,"Make sure a selector isn't canceled before reading it

If a selector is canceled then isReadable will throw an exception.
To avoid this exception and do the right thing make sure that the
selector is valid before checking if it is readable.

Change-Id: If3f9542e371eaeddf2bdea05b14b6d7263803e6a",0,0,1,0,0,1,1,0,0,
6949,Ida71e6557f45c73287f12ba44040553024b7a4a1,http://review.couchbase.org/#/c/6949,2,bce3a7e704f466ff985594ea00b790f61f907370,f2152add8dbe27efd2d313326dc86313f96f2774,0,12/06/11,15/06/11,5,Getl no longer removes the key from binary message.,"Getl no longer removes the key from binary message.

Due to MB-3689 in Membase server we were required to provide a hack
in spymemcached that striped the key out of the body field of a
binary response message.

Change-Id: Ida71e6557f45c73287f12ba44040553024b7a4a1",0,0,1,0,0,1,1,NA,NA,
6950,Ida6d144411c5c9257358a92fb2eaadc2527a94f7,http://review.couchbase.org/#/c/6950,1,7f0b28796d5f9bbd031e4685d1201627b6cc9c2f,0d3520c1f714037702d28cfd4c5dd5d38028d7d1,1,13/06/11,13/06/11,36,Changed all binary command opcode values to hexadecimal.,"Changed all binary command opcode values to hexadecimal.

We intermixed hexidecimal and base 10 values throughout the code
for any given binary operation. This commit changes all the base
10 values to hexadecimal. This way the opcode definitions match
up better with the code in the memcached project.

Change-Id: Ida6d144411c5c9257358a92fb2eaadc2527a94f7",0,0,0,0,0,1,1,0,0,
6952,I1bcbe5d0dfb253256242818f05f6ab72440c20c6,http://review.couchbase.org/#/c/6952,3,dc0c0371d1601550d41f29a924c4515a17be9cee,288b9cdf8cc71e67700516dd6ea1690b426c6efa,0,13/06/11,15/06/11,9,Getl no longer users flags field for request messages,"Getl no longer users flags field for request messages

Bug MB-3960 in Membase server has been fixed. As a result the flags
field is no longer used in getl messages since it makes it more
consistent with other get operations.

Change-Id: I1bcbe5d0dfb253256242818f05f6ab72440c20c6",0,0,0,0,0,1,1,NA,NA,
6982,I72a670d61a7fa776facf11e2630332facdf4277a,http://review.couchbase.org/#/c/6982,2,81f690ceaf564528ca96a365ea79ef909ee10dd4,dbb7eb18659a0ad1346b453a5061a8fa813d4c8a,1,15/06/11,17/06/11,23,"Add touch, get and touch, and get and lock to MemcachedClientIF","Add touch, get and touch, and get and lock to MemcachedClientIF

These operations were not added to the MemcachedClientIF interface
in the original commit.

Change-Id: I72a670d61a7fa776facf11e2630332facdf4277a",0,0,0,0,0,1,1,0,0,
7006,I9317eccd688b6fa1e7113847cd7c7ef160a6624f,http://review.couchbase.org/#/c/7006,4,f6a9efe446242c9e37b37f9936d5d8b9d5a3067b,1259b9f39452dd710526019bcb6fdccf382df4b1,1,15/06/11,21/06/11,245,Added all memcached error codes to spymemcached,"Added all memcached error codes to spymemcached

Previously we only checked a subset of the error codes that
memcached can send back to a client. This created an issue because
if a user recieves an error code that it doesn't expect it resets
the connection. This commit adds all error codes.

Change-Id: I9317eccd688b6fa1e7113847cd7c7ef160a6624f",0,1,1,0,0,1,1,0,0,
7007,I96dd2bae2153021ee6f140910ca7f472514245f6,http://review.couchbase.org/#/c/7007,1,6e748238466c038d3b5511c8ea8b1d500f174b7e,e96704742934535922b2e6d9efe765b1cf83d525,1,15/06/11,16/06/11,1,Removed unused import from GetAndTouchOperationImpl,"Removed unused import from GetAndTouchOperationImpl

Change-Id: I96dd2bae2153021ee6f140910ca7f472514245f6",0,0,0,1,0,1,1,0,0,
7009,I01ca86771041b13e63f5073193eb3c49ed2947c9,http://review.couchbase.org/#/c/7009,2,977f75866809502c4ad8dd3ebae9a882fbf5af2f,75a85874e142fad7763ef3fe0d5aba057cfde686,1,15/06/11,18/06/11,9,Fixed broken get and touch test,"Fixed broken get and touch test

I was testing these throuh eclipse before and I didn't have
assertions turned on so I falsely verifed the last commit that I
checked in.

Change-Id: I01ca86771041b13e63f5073193eb3c49ed2947c9",0,0,1,0,0,1,1,0,0,
7040,Ia84df9398e258ae1edba7a11dee55a4c265414d9,http://review.couchbase.org/#/c/7040,2,3f9b5d8cb0d0c98c14b353db9c98ee8cc5b34462,6dbc80a90e82043b9f610f3e321eed308025b6f8,1,16/06/11,20/06/11,11,ASCII get operations now return a false operation status on failure,"ASCII get operations now return a false operation status on failure

get in ASCII always returns END at the end of the result from
memcached. In the current implementation of spy seeing END caused
spy to return operation success. We now check to see if a value
is returned before END and if one if not we return a failure
for OperationStatus of NOT_FOUND.

Change-Id: Ia84df9398e258ae1edba7a11dee55a4c265414d9",0,0,1,0,0,1,1,0,0,
